date,PERIOD,SEASON,SITE,ID,RELIEF,TRANSECT,PatMin,MesFra,StrPur,MegUnd,DerImb,PisGig,PycHel,SteOsm,LamSpp,MacJuv,LamJuv,EisArb,PteCal,MacPyr
4/18/1989,18,SPRING,2,2_45L,NA,45L,0,87,500,45,0,5,0,0,0,0,0,0,0,0
4/18/1989,18,SPRING,3,3_10R,NA,10R,0,105,573,31,0,4,0,0,0,0,0,0,0,0
4/18/1989,18,SPRING,3,3_22R,NA,22R,0,59,485,22,0,3,0,29,1,0,1,0,1,0
4/18/1989,18,SPRING,3,3_32L,NA,32L,3,64,1125,37,0,3,0,0,0,0,0,0,0,0
4/18/1989,18,SPRING,3,3_39R,NA,39R,5,91,531,15,0,2,0,60,0,0,0,0,48,22
4/18/1989,18,SPRING,3,3_45L,NA,45L,0,23,1046,24,0,1,0,0,0,0,0,0,0,0
4/18/1989,18,SPRING,4,4_10R,NA,10R,5,152,165,0,0,4,0,3,1,15,86,0,3,4
4/18/1989,18,SPRING,4,4_22L,NA,22L,1,54,92,0,0,3,0,3,2,31,76,0,2,1
4/18/1989,18,SPRING,4,4_32L,NA,32L,0,80,89,0,0,10,0,2,2,68,80,0,0,2
4/18/1989,18,SPRING,4,4_39L,NA,39L,0,46,86,1,0,2,0,5,29,63,40,0,8,17
4/18/1989,18,SPRING,4,4_45L,NA,45L,0,21,76,0,0,5,0,5,7,13,13,0,21,11
4/18/1989,18,SPRING,5,5_10R,NA,10R,0,22,199,0,0,3,0,0,0,0,25,0,0,6
4/18/1989,18,SPRING,5,5_22R,NA,22R,4,24,173,2,0,13,0,0,0,15,52,21,0,4
4/18/1989,18,SPRING,5,5_32L,NA,32L,1,61,161,0,0,4,0,1,0,0,0,1,0,25
4/18/1989,18,SPRING,5,5_39R,NA,39R,0,48,26,1,0,2,0,46,8,9,17,0,17,9
4/18/1989,18,SPRING,5,5_45R,NA,45R,0,7,8,8,0,4,0,3,3,26,5,0,42,11
4/18/1989,18,SPRING,6,6_10R,NA,10R,0,3,485,11,0,3,0,47,24,2,10,2,0,5
4/18/1989,18,SPRING,6,6_22L,NA,22L,0,66,265,8,0,5,0,24,29,6,29,4,1,2
4/18/1989,18,SPRING,6,6_22R,NA,22R,0,3,483,15,0,0,0,91,44,0,21,1,2,4
4/18/1989,18,SPRING,6,6_32L,NA,32L,0,46,466,8,0,1,0,11,29,1,19,3,1,1
4/18/1989,18,SPRING,6,6_39L,NA,39L,0,10,261,9,0,0,0,10,37,6,24,1,1,3
4/18/1989,18,SPRING,7,7_10R,NA,10R,4,15,1945,13,0,1,0,0,0,0,0,0,0,0
4/18/1989,18,SPRING,7,7_22R,NA,22R,6,38,2065,18,0,1,0,0,0,0,0,0,0,0
4/18/1989,18,SPRING,7,7_32L,NA,32L,3,27,2175,25,0,3,0,0,0,0,0,0,0,0
4/18/1989,18,SPRING,7,7_39R,NA,39R,3,63,2133,21,0,1,0,0,0,0,0,0,0,0
4/18/1989,18,SPRING,7,7_45R,NA,45R,4,23,1589,24,0,1,0,0,0,0,0,0,0,0
11/10/1989,19,FALL,1,1_10R,NA,10R,0,0,420,19,0,1,0,62,21,0,10,4,17,1
11/10/1989,19,FALL,1,1_22R,NA,22R,0,1,621,8,0,1,0,102,32,4,5,4,18,4
11/10/1989,19,FALL,1,1_32L,NA,32L,0,4,290,49,0,0,0,84,55,6,2,8,45,4
11/10/1989,19,FALL,1,1_39R,NA,39R,0,4,828,45,0,2,0,72,53,2,6,2,16,2
11/10/1989,19,FALL,1,1_45R,NA,45R,0,37,680,54,0,4,0,69,54,11,2,2,40,7
11/10/1989,19,FALL,2,2_10L,NA,10L,0,171,902,20,0,2,0,0,0,0,0,0,0,0
11/10/1989,19,FALL,2,2_22L,NA,22L,1,127,564,70,0,5,0,0,0,0,0,0,0,0
11/10/1989,19,FALL,2,2_32R,NA,32R,0,114,1392,47,1,7,0,0,0,0,0,0,0,0
11/10/1989,19,FALL,2,2_39L,NA,39L,4,32,985,23,0,3,0,0,0,0,0,0,0,0
11/10/1989,19,FALL,2,2_45L,NA,45L,1,39,1023,36,0,2,0,0,0,0,0,0,0,0
11/10/1989,19,FALL,3,3_10R,NA,10R,1,72,432,23,0,5,0,0,0,0,0,0,0,0
11/10/1989,19,FALL,3,3_22R,NA,22R,0,76,461,23,0,3,0,0,0,0,0,0,0,0
11/10/1989,19,FALL,3,3_32L,NA,32L,3,47,1126,42,0,8,0,0,0,0,0,0,0,0
11/10/1989,19,FALL,3,3_39R,NA,39R,11,157,442,22,0,3,0,0,0,0,0,0,0,0
11/10/1989,19,FALL,3,3_45L,NA,45L,1,45,692,82,0,1,0,0,0,0,0,0,0,0
11/10/1989,19,FALL,4,4_10R,NA,10R,1,71,67,3,0,5,0,26,7,51,15,0,5,13
11/10/1989,19,FALL,4,4_22L,NA,22L,5,145,119,0,0,6,0,15,4,46,20,0,4,16
11/10/1989,19,FALL,4,4_32L,NA,32L,2,142,101,1,0,14,0,10,8,49,35,0,2,19
11/10/1989,19,FALL,4,4_39L,NA,39L,1,78,81,1,0,9,0,12,15,54,37,0,13,27
11/10/1989,19,FALL,4,4_45L,NA,45L,2,112,138,0,0,12,0,5,17,39,30,0,21,11
11/10/1989,19,FALL,5,5_10R,NA,10R,0,94,139,0,0,8,0,5,5,92,54,0,1,35
11/10/1989,19,FALL,5,5_22R,NA,22R,0,40,143,0,0,12,0,9,1,119,43,1,0,29
11/10/1989,19,FALL,5,5_32L,NA,32L,0,47,78,10,0,4,0,6,0,25,63,1,0,16
11/10/1989,19,FALL,5,5_39R,NA,39R,0,77,37,2,0,5,0,33,7,35,31,0,11,8
11/10/1989,19,FALL,5,5_45R,NA,45R,0,6,6,3,0,1,0,14,10,103,20,0,37,35
11/10/1989,19,FALL,6,6_10R,NA,10R,0,14,590,15,0,0,0,58,47,14,2,1,2,8
11/10/1989,19,FALL,6,6_22L,NA,22L,0,118,598,5,0,5,0,42,51,13,10,2,1,6
11/10/1989,19,FALL,6,6_22R,NA,22R,0,0,455,22,0,0,0,86,62,10,4,0,4,6
11/10/1989,19,FALL,6,6_32L,NA,32L,0,241,1121,8,0,2,0,31,62,20,0,0,3,9
11/10/1989,19,FALL,6,6_39L,NA,39L,0,9,283,9,0,0,0,31,56,12,8,1,2,8
11/10/1989,19,FALL,7,7_10R,NA,10R,9,7,1671,16,0,1,0,0,0,0,0,0,0,0
11/10/1989,19,FALL,7,7_22R,NA,22R,0,11,1429,16,0,8,0,0,0,0,0,0,0,0
11/10/1989,19,FALL,7,7_32L,NA,32L,3,6,1460,31,0,3,0,0,0,0,0,0,0,0
11/10/1989,19,FALL,7,7_39R,NA,39R,6,6,1050,23,0,1,0,0,0,0,0,0,0,0
11/10/1989,19,FALL,7,7_45R,NA,45R,11,1,1485,16,0,0,0,0,0,0,0,0,0,0
10/20/1990,21,FALL,1,1_10R,NA,10R,0,9,787,12,0,2,0,22,2,0,2,0,2,0
10/20/1990,21,FALL,1,1_22R,NA,22R,0,24,740,12,0,7,0,41,3,0,2,0,12,0
10/20/1990,21,FALL,1,1_32L,NA,32L,0,6,310,37,0,1,0,38,32,0,14,1,35,0
10/20/1990,21,FALL,1,1_39R,NA,39R,0,15,771,57,0,2,0,16,13,0,1,0,6,0
10/20/1990,21,FALL,1,1_45R,NA,45R,0,26,750,46,0,0,0,82,16,1,1,0,17,0
10/20/1990,21,FALL,2,2_10L,NA,10L,0,91,1475,16,0,8,0,0,0,0,0,0,0,0
10/20/1990,21,FALL,2,2_22L,NA,22L,2,85,535,15,0,5,0,0,0,0,0,0,0,0
10/20/1990,21,FALL,2,2_32R,NA,32R,4,152,1130,16,0,11,0,0,0,0,0,0,0,0
10/20/1990,21,FALL,2,2_39L,NA,39L,4,31,725,24,0,3,0,0,0,0,0,0,0,0
10/20/1990,21,FALL,2,2_45L,NA,45L,1,33,870,26,0,1,0,0,0,0,0,0,0,0
10/20/1990,21,FALL,3,3_10R,NA,10R,4,45,360,31,0,5,0,0,0,0,0,0,0,0
10/20/1990,21,FALL,3,3_22R,NA,22R,5,40,583,3,0,2,0,0,0,0,0,0,0,0
10/20/1990,21,FALL,3,3_32L,NA,32L,11,36,1014,28,0,4,0,0,0,0,0,0,0,0
10/20/1990,21,FALL,3,3_39R,NA,39R,12,83,285,9,0,9,0,113,4,18,7,0,16,6
10/20/1990,21,FALL,3,3_45L,NA,45L,0,33,737,35,0,3,0,4,0,0,20,0,0,0
10/20/1990,21,FALL,4,4_10R,NA,10R,9,159,78,0,0,8,0,0,8,0,1,0,1,4
10/20/1990,21,FALL,4,4_22L,NA,22L,0,77,87,1,0,12,0,1,8,0,0,0,0,4
10/20/1990,21,FALL,4,4_32L,NA,32L,13,102,133,2,0,9,0,4,18,1,6,0,2,3
10/20/1990,21,FALL,4,4_39L,NA,39L,6,135,155,4,0,9,0,5,29,0,1,0,1,7
10/20/1990,21,FALL,4,4_45L,NA,45L,0,91,99,0,0,0,0,3,10,4,3,0,34,4
10/20/1990,21,FALL,5,5_10R,NA,10R,0,16,223,0,0,6,0,0,2,0,16,0,0,16
10/20/1990,21,FALL,5,5_22R,NA,22R,1,30,246,7,0,0,0,2,1,1,37,0,0,14
10/20/1990,21,FALL,5,5_32L,NA,32L,0,31,136,5,0,8,0,5,1,0,3,1,1,8
10/20/1990,21,FALL,5,5_39R,NA,39R,1,77,69,1,0,4,0,59,6,1,4,3,4,1
10/20/1990,21,FALL,5,5_45R,NA,45R,2,6,9,8,0,3,0,11,2,3,8,0,33,10
10/20/1990,21,FALL,6,6_10R,NA,10R,0,25,377,5,0,3,0,49,36,0,1,1,0,8
10/20/1990,21,FALL,6,6_22L,NA,22L,0,142,375,1,0,5,0,17,15,0,10,0,2,2
10/20/1990,21,FALL,6,6_22R,NA,22R,0,0,298,9,0,1,0,69,60,0,3,0,3,3
10/20/1990,21,FALL,6,6_32L,NA,32L,0,170,517,7,0,4,0,11,42,0,2,0,3,4
10/20/1990,21,FALL,6,6_39L,NA,39L,0,34,361,7,0,0,0,7,44,0,0,0,6,6
10/20/1990,21,FALL,7,7_10R,NA,10R,6,79,957,20,0,2,0,0,0,0,0,3,0,0
10/20/1990,21,FALL,7,7_22R,NA,22R,3,110,917,20,0,10,0,0,0,0,0,1,0,0
10/20/1990,21,FALL,7,7_32L,NA,32L,6,51,1128,17,0,2,0,0,0,0,0,0,0,0
10/20/1990,21,FALL,7,7_39R,NA,39R,6,148,1220,13,0,6,0,0,0,0,0,0,0,0
10/20/1990,21,FALL,7,7_45R,NA,45R,2,102,1060,21,0,5,0,0,0,0,0,0,0,0
4/18/1991,22,SPRING,1,1_10R,NA,10R,0,7,1120,11,0,3,0,0,0,0,0,0,0,0
4/18/1991,22,SPRING,1,1_22R,NA,22R,0,18,1357,6,0,3,0,0,0,0,0,0,2,0
4/18/1991,22,SPRING,1,1_32L,NA,32L,0,10,748,51,2,1,0,29,23,0,5,1,33,0
4/18/1991,22,SPRING,1,1_39R,NA,39R,1,14,1133,22,0,1,0,0,0,0,0,0,0,0
4/18/1991,22,SPRING,1,1_45R,NA,45R,0,9,1145,18,0,1,0,0,0,0,0,0,0,0
4/18/1991,22,SPRING,2,2_10L,NA,10L,2,125,1018,31,0,9,0,0,0,0,0,0,0,0
4/18/1991,22,SPRING,2,2_22L,NA,22L,2,49,812,5,0,3,0,0,0,0,0,0,0,0
4/18/1991,22,SPRING,2,2_32R,NA,32R,2,94,767,28,0,7,0,0,0,18,0,0,0,0
4/18/1991,22,SPRING,2,2_39L,NA,39L,1,18,1168,6,0,2,0,0,0,0,1,0,0,0
4/18/1991,22,SPRING,2,2_45L,NA,45L,1,20,938,3,0,3,0,0,0,0,0,0,0,0
4/18/1991,22,SPRING,3,3_10R,NA,10R,2,34,318,12,0,2,0,0,0,0,0,0,0,0
4/18/1991,22,SPRING,3,3_22R,NA,22R,3,5,217,6,0,4,0,1,0,0,0,0,0,0
4/18/1991,22,SPRING,3,3_32L,NA,32L,2,38,1011,10,0,1,0,0,0,0,0,0,0,0
4/18/1991,22,SPRING,3,3_39R,NA,39R,6,70,280,15,0,1,0,230,0,0,0,0,3,2
4/18/1991,22,SPRING,3,3_45L,NA,45L,1,22,1193,11,0,2,0,0,0,0,0,0,0,0
4/18/1991,22,SPRING,4,4_10R,NA,10R,5,53,90,1,0,2,0,0,0,0,3,0,0,4
4/18/1991,22,SPRING,4,4_22L,NA,22L,3,32,91,0,0,5,0,0,2,0,0,0,0,5
4/18/1991,22,SPRING,4,4_32L,NA,32L,4,82,128,0,2,15,0,1,7,0,0,0,2,3
4/18/1991,22,SPRING,4,4_39L,NA,39L,1,39,115,5,2,4,0,2,11,0,1,0,1,6
4/18/1991,22,SPRING,4,4_45L,NA,45L,1,34,99,0,1,1,2,2,11,1,0,0,22,2
4/18/1991,22,SPRING,5,5_10R,NA,10R,1,16,153,0,2,13,0,5,0,0,0,0,0,7
4/18/1991,22,SPRING,5,5_22R,NA,22R,0,16,137,1,2,20,0,0,0,0,0,0,0,8
4/18/1991,22,SPRING,5,5_32L,NA,32L,1,26,223,0,0,14,1,0,0,0,0,1,0,4
4/18/1991,22,SPRING,5,5_39R,NA,39R,1,40,105,0,0,6,0,57,7,0,0,0,10,0
4/18/1991,22,SPRING,5,5_45R,NA,45R,6,19,55,4,0,8,0,11,2,20,13,0,29,3
4/18/1991,22,SPRING,6,6_10R,NA,10R,1,43,499,11,0,0,0,47,26,0,0,2,0,6
4/18/1991,22,SPRING,6,6_22L,NA,22L,0,73,366,13,1,3,0,18,27,0,0,1,0,3
4/18/1991,22,SPRING,6,6_22R,NA,22R,0,3,425,8,0,3,0,65,47,0,1,6,3,3
4/18/1991,22,SPRING,6,6_32L,NA,32L,4,86,568,13,4,3,0,11,46,0,0,5,0,4
4/18/1991,22,SPRING,6,6_39L,NA,39L,0,23,418,2,0,2,0,4,56,0,0,2,1,3
4/18/1991,22,SPRING,7,7_10R,NA,10R,9,212,960,14,0,4,0,0,0,0,0,1,0,0
4/18/1991,22,SPRING,7,7_22R,NA,22R,6,134,702,29,0,3,0,0,0,0,0,0,0,0
4/18/1991,22,SPRING,7,7_32L,NA,32L,17,64,1487,19,1,2,0,0,0,0,0,0,0,0
4/18/1991,22,SPRING,7,7_39R,NA,39R,4,96,1296,17,0,6,0,0,0,0,0,0,0,0
4/18/1991,22,SPRING,7,7_45R,NA,45R,8,85,1316,21,0,4,0,0,0,0,0,0,0,0
10/8/1991,23,FALL,1,1_10R,NA,10R,0,14,1174,6,0,5,0,0,0,0,0,0,0,0
10/8/1991,23,FALL,1,1_22R,NA,22R,0,14,0,3,0,1,0,0,0,0,0,0,0,0
10/8/1991,23,FALL,1,1_32L,NA,32L,0,1,542,21,0,4,0,16,14,0,5,0,27,0
10/8/1991,23,FALL,1,1_39R,NA,39R,1,5,966,21,0,5,0,0,0,0,0,0,0,0
10/8/1991,23,FALL,1,1_45R,NA,45R,0,12,907,18,0,2,0,0,0,0,0,0,0,0
10/8/1991,23,FALL,2,2_10L,NA,10L,0,65,1118,4,0,14,0,0,0,0,0,0,0,0
10/8/1991,23,FALL,2,2_22L,NA,22L,1,32,771,7,0,4,1,0,0,0,0,0,0,0
10/8/1991,23,FALL,2,2_32R,NA,32R,4,69,1069,18,0,8,0,0,0,0,0,0,0,0
10/8/1991,23,FALL,2,2_39L,NA,39L,1,23,1045,8,0,3,0,0,0,0,0,0,0,0
10/8/1991,23,FALL,2,2_45L,NA,45L,3,21,691,8,0,7,0,0,0,0,0,0,0,0
10/8/1991,23,FALL,3,3_10R,NA,10R,3,16,609,25,0,5,0,0,0,0,0,0,0,0
10/8/1991,23,FALL,3,3_22R,NA,22R,1,25,460,2,0,4,0,6,0,1,0,0,0,0
10/8/1991,23,FALL,3,3_32L,NA,32L,6,13,853,14,0,2,0,0,0,0,0,0,0,0
10/8/1991,23,FALL,3,3_39R,NA,39R,6,70,564,6,0,3,0,135,0,0,1,0,5,0
10/8/1991,23,FALL,3,3_45L,NA,45L,0,13,868,7,0,1,0,0,0,0,0,0,0,0
10/8/1991,23,FALL,4,4_10R,NA,10R,7,63,119,0,0,7,1,0,3,4,0,0,0,4
10/8/1991,23,FALL,4,4_22L,NA,22L,5,36,91,0,0,7,1,3,5,9,0,0,2,1
10/8/1991,23,FALL,4,4_32L,NA,32L,3,85,124,0,0,14,0,1,6,12,0,0,2,2
10/8/1991,23,FALL,4,4_39L,NA,39L,0,38,196,0,0,5,0,32,24,56,34,0,11,3
10/8/1991,23,FALL,4,4_45L,NA,45L,1,22,94,0,0,2,0,4,18,38,27,0,29,1
10/8/1991,23,FALL,5,5_10R,NA,10R,0,28,102,0,0,9,0,0,0,0,0,0,0,6
10/8/1991,23,FALL,5,5_22R,NA,22R,3,67,95,1,0,12,0,7,0,1,0,0,0,8
10/8/1991,23,FALL,5,5_32L,NA,32L,2,88,124,1,0,9,0,0,0,26,0,0,0,3
10/8/1991,23,FALL,5,5_39R,NA,39R,2,52,59,0,0,4,0,54,26,63,5,0,7,23
10/8/1991,23,FALL,5,5_45R,NA,45R,0,0,0,0,0,3,0,7,41,156,42,0,74,60
10/8/1991,23,FALL,6,6_10R,NA,10R,0,9,680,2,0,15,0,27,29,0,0,2,0,6
10/8/1991,23,FALL,6,6_22L,NA,22L,0,63,539,2,0,4,0,18,21,0,7,1,2,4
10/8/1991,23,FALL,6,6_22R,NA,22R,0,0,353,6,0,1,0,52,65,4,1,0,3,2
10/8/1991,23,FALL,6,6_32L,NA,32L,0,71,599,0,0,2,0,13,33,0,2,4,0,3
10/8/1991,23,FALL,6,6_39L,NA,39L,0,9,453,2,0,3,0,0,54,4,0,2,1,3
10/8/1991,23,FALL,7,7_10R,NA,10R,23,10,424,19,1,5,1,0,0,1,0,2,0,0
10/8/1991,23,FALL,7,7_22R,NA,22R,2,54,398,31,0,7,0,0,0,1,0,0,0,0
10/8/1991,23,FALL,7,7_32L,NA,32L,15,90,553,39,0,7,1,0,0,0,0,0,0,0
10/8/1991,23,FALL,7,7_39R,NA,39R,1,109,456,21,0,5,1,0,0,0,0,0,0,0
10/8/1991,23,FALL,7,7_45R,NA,45R,0,154,1000,37,0,3,1,0,0,0,0,0,0,0
4/9/1992,24,SPRING,1,1_10R,NA,10R,0,3,862,20,0,4,0,0,0,0,0,0,0,0
4/9/1992,24,SPRING,1,1_22R,NA,22R,0,15,1012,12,0,3,0,0,0,0,0,0,0,0
4/9/1992,24,SPRING,1,1_32L,NA,32L,0,1,733,14,0,3,0,11,13,0,0,0,16,0
4/9/1992,24,SPRING,1,1_39R,NA,39R,0,7,1184,19,0,3,0,0,0,0,0,0,0,0
4/9/1992,24,SPRING,1,1_45R,NA,45R,0,7,1004,22,0,6,0,0,0,0,0,0,0,0
4/9/1992,24,SPRING,2,2_10L,NA,10L,0,53,1115,13,0,6,0,0,0,0,0,0,0,0
4/9/1992,24,SPRING,2,2_22L,NA,22L,2,39,641,6,0,3,0,0,0,0,0,0,0,0
4/9/1992,24,SPRING,2,2_32R,NA,32R,2,34,311,13,0,8,0,0,0,0,0,0,0,0
4/9/1992,24,SPRING,2,2_39L,NA,39L,5,21,685,4,0,2,0,0,0,0,0,0,0,0
4/9/1992,24,SPRING,2,2_45L,NA,45L,3,23,749,14,0,4,0,0,0,0,0,0,0,0
4/9/1992,24,SPRING,3,3_10R,NA,10R,1,16,590,21,0,4,0,0,0,0,0,0,0,0
4/9/1992,24,SPRING,3,3_22R,NA,22R,1,17,284,1,0,3,0,3,0,1,0,0,0,0
4/9/1992,24,SPRING,3,3_32L,NA,32L,4,24,338,27,0,6,0,0,0,0,0,0,0,0
4/9/1992,24,SPRING,3,3_39R,NA,39R,3,43,311,0,0,5,0,120,0,0,0,2,0,0
4/9/1992,24,SPRING,3,3_45L,NA,45L,1,24,664,21,0,8,0,6,0,0,11,0,0,0
4/9/1992,24,SPRING,4,4_10R,NA,10R,14,83,102,5,0,8,0,0,2,3,1,0,0,5
4/9/1992,24,SPRING,4,4_22L,NA,22L,0,56,119,2,0,9,0,2,4,14,2,0,1,0
4/9/1992,24,SPRING,4,4_32L,NA,32L,6,117,110,1,0,10,0,1,0,4,0,0,2,9
4/9/1992,24,SPRING,4,4_39L,NA,39L,3,70,135,1,0,3,0,5,18,20,5,0,5,13
4/9/1992,24,SPRING,4,4_45L,NA,45L,3,25,100,1,0,2,1,7,22,3,6,0,32,10
4/9/1992,24,SPRING,5,5_10R,NA,10R,3,13,96,1,0,11,0,0,0,2,0,0,0,4
4/9/1992,24,SPRING,5,5_22R,NA,22R,1,32,112,2,0,12,0,1,0,1,2,0,0,5
4/9/1992,24,SPRING,5,5_32L,NA,32L,1,42,99,0,0,10,0,0,0,7,0,0,3,13
4/9/1992,24,SPRING,5,5_39R,NA,39R,0,39,28,0,0,5,0,32,4,29,3,0,8,37
4/9/1992,24,SPRING,5,5_45R,NA,45R,0,2,11,1,0,0,0,7,34,56,16,0,40,67
4/9/1992,24,SPRING,6,6_10R,NA,10R,0,44,743,3,0,4,0,38,29,0,0,1,0,5
4/9/1992,24,SPRING,6,6_22L,NA,22L,0,10,480,2,0,4,0,14,16,0,2,1,0,1
4/9/1992,24,SPRING,6,6_22R,NA,22R,0,2,377,5,0,3,0,39,72,0,0,2,3,5
4/9/1992,24,SPRING,6,6_32L,NA,32L,0,14,649,0,0,4,0,9,29,2,0,1,0,4
4/9/1992,24,SPRING,6,6_39L,NA,39L,0,17,565,26,0,2,0,5,43,0,0,11,0,7
4/9/1992,24,SPRING,7,7_10R,NA,10R,11,22,815,18,0,8,1,0,0,0,0,2,0,0
4/9/1992,24,SPRING,7,7_22R,NA,22R,3,72,774,45,0,8,0,0,0,0,0,0,0,0
4/9/1992,24,SPRING,7,7_32L,NA,32L,14,104,525,49,0,1,0,0,0,0,0,0,0,0
4/9/1992,24,SPRING,7,7_39R,NA,39R,8,0,232,46,0,14,0,0,0,0,0,0,0,0
4/9/1992,24,SPRING,7,7_45R,NA,45R,16,0,415,52,0,7,0,0,0,0,0,0,0,0
10/6/1992,25,FALL,1,1_10R,NA,10R,0,5,419,12,0,1,0,0,0,0,0,0,0,0
10/6/1992,25,FALL,1,1_22R,NA,22R,0,6,713,5,0,0,0,0,0,0,0,0,0,0
10/6/1992,25,FALL,1,1_32L,NA,32L,0,0,31,12,0,0,0,1,11,0,0,0,20,1
10/6/1992,25,FALL,1,1_39R,NA,39R,0,2,1223,9,0,1,0,0,0,0,0,0,0,0
10/6/1992,25,FALL,1,1_45R,NA,45R,0,4,1045,10,0,1,0,0,0,0,0,0,0,0
10/6/1992,25,FALL,2,2_10L,NA,10L,2,43,1152,0,0,10,0,0,0,0,0,0,0,0
10/6/1992,25,FALL,2,2_22L,NA,22L,3,5,782,9,0,3,0,0,0,0,0,0,0,0
10/6/1992,25,FALL,2,2_32R,NA,32R,8,28,698,25,0,6,2,0,0,0,0,0,0,0
10/6/1992,25,FALL,2,2_39L,NA,39L,4,5,679,12,0,3,0,0,0,0,0,0,0,0
10/6/1992,25,FALL,2,2_45L,NA,45L,0,5,453,11,0,4,0,0,0,0,0,0,0,0
10/6/1992,25,FALL,3,3_10R,NA,10R,1,15,393,15,0,2,0,0,0,0,0,0,0,0
10/6/1992,25,FALL,3,3_22R,NA,22R,3,13,270,3,0,5,0,0,0,0,0,0,0,0
10/6/1992,25,FALL,3,3_32L,NA,32L,3,36,1178,7,0,8,0,0,0,0,0,0,0,0
10/6/1992,25,FALL,3,3_39R,NA,39R,6,123,221,4,0,3,0,103,0,7,0,0,1,4
10/6/1992,25,FALL,3,3_45L,NA,45L,4,13,727,5,0,7,0,21,0,3,0,0,1,6
10/6/1992,25,FALL,4,4_10R,NA,10R,9,71,102,2,0,4,0,0,0,32,0,4,0,9
10/6/1992,25,FALL,4,4_22L,NA,22L,1,38,71,0,0,8,0,1,1,27,0,1,2,8
10/6/1992,25,FALL,4,4_32L,NA,32L,4,105,98,0,0,8,0,0,12,25,0,5,0,3
10/6/1992,25,FALL,4,4_39L,NA,39L,8,64,67,1,0,0,0,1,10,8,0,0,7,5
10/6/1992,25,FALL,4,4_45L,NA,45L,8,22,69,0,0,2,0,2,8,0,0,0,13,6
10/6/1992,25,FALL,5,5_10R,NA,10R,1,11,105,0,0,1,0,0,2,24,0,6,0,14
10/6/1992,25,FALL,5,5_22R,NA,22R,0,22,106,0,0,8,0,0,1,26,0,3,0,24
10/6/1992,25,FALL,5,5_32L,NA,32L,3,83,208,0,0,8,0,0,0,5,0,0,0,10
10/6/1992,25,FALL,5,5_39R,NA,39R,0,22,46,0,0,7,0,18,1,7,0,0,7,12
10/6/1992,25,FALL,5,5_45R,NA,45R,0,0,3,0,0,4,0,2,6,1,0,0,70,19
10/6/1992,25,FALL,6,6_10R,NA,10R,0,31,339,0,0,1,0,30,24,5,0,2,0,4
10/6/1992,25,FALL,6,6_22L,NA,22L,0,90,360,0,0,2,0,12,15,8,1,3,0,0
10/6/1992,25,FALL,6,6_22R,NA,22R,0,11,379,1,0,1,0,17,58,7,0,1,0,1
10/6/1992,25,FALL,6,6_32L,NA,32L,1,95,529,0,0,7,0,5,21,3,1,2,0,5
10/6/1992,25,FALL,6,6_39L,NA,39L,0,27,404,0,0,1,0,6,40,5,0,2,0,4
10/6/1992,25,FALL,7,7_10R,NA,10R,11,235,724,18,0,5,0,0,0,0,0,1,0,0
10/6/1992,25,FALL,7,7_22R,NA,22R,17,110,406,35,0,6,0,0,0,0,0,0,0,0
10/6/1992,25,FALL,7,7_32L,NA,32L,16,127,188,22,0,7,0,0,0,0,0,0,0,0
10/6/1992,25,FALL,7,7_39R,NA,39R,11,150,115,21,0,11,0,0,0,0,0,0,0,0
10/6/1992,25,FALL,7,7_45R,NA,45R,6,160,169,29,0,3,0,0,0,0,0,0,0,0
4/17/1993,26,SPRING,4,4_10R,NA,10R,1,70,78,1,0,2,0,1,1,2,0,0,0,9
4/17/1993,26,SPRING,4,4_22L,NA,22L,0,54,76,0,0,4,0,0,0,5,0,0,1,2
4/17/1993,26,SPRING,4,4_32L,NA,32L,0,35,51,0,0,4,0,0,0,1,0,0,0,4
4/17/1993,26,SPRING,4,4_39L,NA,39L,0,128,130,0,0,2,0,0,2,11,10,0,5,5
4/17/1993,26,SPRING,4,4_45L,NA,45L,2,47,95,2,0,2,0,29,9,4,7,0,36,3
4/17/1993,26,SPRING,5,5_10R,NA,10R,1,19,92,5,0,3,0,0,1,3,0,0,0,13
4/17/1993,26,SPRING,5,5_22R,NA,22R,0,21,104,0,0,6,1,0,0,0,0,0,0,14
4/17/1993,26,SPRING,5,5_32L,NA,32L,0,45,193,0,0,7,0,0,0,0,0,0,0,9
4/17/1993,26,SPRING,5,5_39R,NA,39R,0,41,50,0,0,4,0,39,3,0,10,0,5,3
4/17/1993,26,SPRING,5,5_45R,NA,45R,9,160,217,0,1,12,0,33,20,6,12,0,15,9
4/17/1993,26,SPRING,6,6_10R,NA,10R,0,39,491,1,0,1,0,26,19,3,6,1,0,3
4/17/1993,26,SPRING,6,6_22L,NA,22L,0,55,178,3,0,1,0,11,9,0,10,0,0,1
4/17/1993,26,SPRING,6,6_22R,NA,22R,0,22,420,2,0,3,0,26,47,2,7,0,4,4
4/17/1993,26,SPRING,6,6_32L,NA,32L,1,125,813,23,0,3,0,13,30,1,7,2,0,10
4/17/1993,26,SPRING,6,6_39L,NA,39L,0,46,500,13,0,2,0,5,33,0,11,1,0,5
10/25/1993,27,FALL,1,1_10R,NA,10R,0,0,617,11,0,0,0,0,0,0,0,0,0,0
10/25/1993,27,FALL,1,1_22R,NA,22R,0,0,144,26,0,0,0,267,0,0,218,0,0,2
10/25/1993,27,FALL,1,1_32L,NA,32L,0,1,480,40,0,0,0,8,13,0,23,1,4,1
